"","Hour","variable","value"
"534",6,"2017-02-08","1008.0"
"535",7,"2017-02-08","1008.3"
"536",8,"2017-02-08","1008.4"
"537",9,"2017-02-08","1008.6"
"538",10,"2017-02-08","1008.9"
"539",11,"2017-02-08","1007.6"
"540",12,"2017-02-08","1007.7"
"541",13,"2017-02-08","1007.0"
"542",14,"2017-02-08","X"
"543",15,"2017-02-08","1005.8"
"544",16,"2017-02-08","1005.6"
"545",17,"2017-02-08","1005.5"
"546",18,"2017-02-08","1005.7"
"547",19,"2017-02-08","1006.0"
"548",20,"2017-02-08","1006.2"
"549",21,"2017-02-08","1006.6"
"550",22,"2017-02-08","1007.3"
"551",23,"2017-02-08","1007.6"
"552",24,"2017-02-08","1007.9"
"553",1,"2017-02-09","1007.8"
"554",2,"2017-02-09","1007.0"
"555",3,"2017-02-09","1006.8"
"556",4,"2017-02-09","1006.7"
"557",5,"2017-02-09","1007.5"
"558",6,"2017-02-09","1008.3"
"559",7,"2017-02-09","1009.0"
"560",8,"2017-02-09","1009.6"
"561",9,"2017-02-09","1010.2"
"562",10,"2017-02-09","1010.5"
"563",11,"2017-02-09","1010.0"
"564",12,"2017-02-09","1008.9"
"565",13,"2017-02-09","1007.7"
"566",14,"2017-02-09","1006.4"
"567",15,"2017-02-09","1007.0"
"568",16,"2017-02-09","1007.8"
"569",17,"2017-02-09","1008.2"
"570",18,"2017-02-09","1008.4"
"571",19,"2017-02-09","1009.1"
"572",20,"2017-02-09","1009.8"
"573",21,"2017-02-09","1010.1"
"574",22,"2017-02-09","1010.4"
"575",23,"2017-02-09","1010.6"
"576",24,"2017-02-09","1010.8"
"577",1,"2017-02-10","1010.7"
"578",2,"2017-02-10","1010.4"
"579",3,"2017-02-10","1010.3"
"580",4,"2017-02-10","1010.3"
"581",5,"2017-02-10","1010.2"
"582",6,"2017-02-10","1010.9"
"583",7,"2017-02-10","1011.9"
"584",8,"2017-02-10","1012.4"
"585",9,"2017-02-10","1013.0"
"586",10,"2017-02-10","1013.1"
"587",11,"2017-02-10","X"
"588",12,"2017-02-10","1012.3"
"589",13,"2017-02-10","1011.2"
"590",14,"2017-02-10","1010.4"
"591",15,"2017-02-10","1010.3"
"592",16,"2017-02-10","1010.8"
"593",17,"2017-02-10","1011.3"
"594",18,"2017-02-10","1011.9"
"595",19,"2017-02-10","1012.4"
"596",20,"2017-02-10","1013.0"
"597",21,"2017-02-10","1013.5"
"598",22,"2017-02-10","1013.9"
"599",23,"2017-02-10","1014.0"
"600",24,"2017-02-10","1013.7"
"601",1,"2017-02-11","1013.8"
"602",2,"2017-02-11","1013.6"
"603",3,"2017-02-11","1014.0"
"604",4,"2017-02-11","1013.9"
"605",5,"2017-02-11","1014.3"
"606",6,"2017-02-11","1014.9"
"607",7,"2017-02-11","1015.6"
"608",8,"2017-02-11","1015.9"
"609",9,"2017-02-11","1016.6"
"610",10,"2017-02-11","1017.1"
"611",11,"2017-02-11","1017.0"
"612",12,"2017-02-11","1016.5"
"613",13,"2017-02-11","1015.5"
"614",14,"2017-02-11","1014.9"
"615",15,"2017-02-11","1014.8"
"616",16,"2017-02-11","1015.2"
"617",17,"2017-02-11","1015.6"
"618",18,"2017-02-11","1015.7"
"619",19,"2017-02-11","1016.1"
"620",20,"2017-02-11","1016.6"
"621",21,"2017-02-11","1016.8"
"622",22,"2017-02-11","1017.1"
"623",23,"2017-02-11","1017.3"
"624",24,"2017-02-11","1017.4"
